PolicyID,PolicyType,Title,Description,EffectiveDate,LastUpdated
POL216,Graduation,Graduation Application Deadlines,"The Graduation Application Deadlines specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2021-04-16,2022-03-29
POL217,Admissions,Graduate Program Admission Criteria,"The Graduate Program Admission Criteria outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2020-09-25,2021-01-31
POL218,Attendance,Chronic Absenteeism Consequences,The Chronic Absenteeism Consequences defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2022-05-01,2022-06-09
POL219,Admissions,Graduate Program Admission Criteria,"The Graduate Program Admission Criteria outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2021-02-24,2021-11-08
POL220,Tuition,Graduate Tuition Fees,"The Graduate Tuition Fees provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-06-22,2020-08-24
POL221,Exams,Grading Scale and GPA Calculation,"The Grading Scale and GPA Calculation sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-08-24,2021-07-25
POL222,Admissions,Undergraduate Application Requirements,"The Undergraduate Application Requirements outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2022-04-07,2023-01-01
POL223,Scholarships,Scholarship Renewal Conditions,"The Scholarship Renewal Conditions explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2022-02-17,2022-08-17
POL224,Admissions,International Student Guidelines,"The International Student Guidelines outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2022-08-29,2022-10-20
POL225,Attendance,Class Attendance Requirements,The Class Attendance Requirements defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2022-02-11,2022-12-04
POL226,Exams,Grading Scale and GPA Calculation,"The Grading Scale and GPA Calculation sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-09-26,2021-05-02
POL227,Attendance,Excused Absence Documentation,The Excused Absence Documentation defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2022-09-18,2023-06-24
POL228,Attendance,Class Attendance Requirements,The Class Attendance Requirements defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2021-07-02,2021-10-23
POL229,Tuition,Refund Policy on Withdrawal,"The Refund Policy on Withdrawal provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2021-07-30,2021-09-11
POL230,Scholarships,Scholarship Renewal Conditions,"The Scholarship Renewal Conditions explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2020-09-28,2021-06-03
POL231,Attendance,Attendance and Participation Grades,The Attendance and Participation Grades defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2022-01-15,2022-12-28
POL232,Tuition,Refund Policy on Withdrawal,"The Refund Policy on Withdrawal provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2021-02-21,2021-09-17
POL233,Tuition,Refund Policy on Withdrawal,"The Refund Policy on Withdrawal provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-04-29,2021-03-16
POL234,Scholarships,Sports Scholarships,"The Sports Scholarships explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2021-10-06,2022-08-20
POL235,Exams,Cheating and Misconduct Consequences,"The Cheating and Misconduct Consequences sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-09-26,2021-08-12
POL236,Admissions,Transfer Student Policy,"The Transfer Student Policy outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2020-09-19,2021-03-22
POL237,Admissions,Transfer Student Policy,"The Transfer Student Policy outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2022-06-01,2023-04-22
POL238,Exams,Exam Retake Rules,"The Exam Retake Rules sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2021-11-19,2021-12-20
POL239,Tuition,Refund Policy on Withdrawal,"The Refund Policy on Withdrawal provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-11-02,2021-07-08
POL240,Tuition,Graduate Tuition Fees,"The Graduate Tuition Fees provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2022-04-14,2022-05-17
POL241,Graduation,Graduation Fee Policy,"The Graduation Fee Policy specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2020-08-22,2021-03-19
POL242,Tuition,Graduate Tuition Fees,"The Graduate Tuition Fees provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2021-01-23,2021-11-04
POL243,Exams,Final Exam Schedule Policy,"The Final Exam Schedule Policy sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2021-01-01,2021-02-14
POL244,Tuition,Undergraduate Tuition Fees,"The Undergraduate Tuition Fees provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2022-04-17,2022-09-19
POL245,Scholarships,Sports Scholarships,"The Sports Scholarships explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2022-09-18,2023-07-28
POL246,Admissions,Undergraduate Application Requirements,"The Undergraduate Application Requirements outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2021-04-08,2021-10-19
POL247,Exams,Make-up Exam Procedures,"The Make-up Exam Procedures sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2021-08-23,2021-12-06
POL248,Attendance,Attendance and Participation Grades,The Attendance and Participation Grades defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2021-02-09,2022-01-29
POL249,Attendance,Excused Absence Documentation,The Excused Absence Documentation defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2021-12-07,2022-05-28
POL250,Tuition,Installment Plans,"The Installment Plans provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-04-22,2021-04-18
POL251,Attendance,Chronic Absenteeism Consequences,The Chronic Absenteeism Consequences defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2021-05-30,2022-05-22
POL252,Tuition,Refund Policy on Withdrawal,"The Refund Policy on Withdrawal provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2022-09-27,2023-05-11
POL253,Attendance,Chronic Absenteeism Consequences,The Chronic Absenteeism Consequences defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2021-08-04,2022-05-28
POL254,Attendance,Excused Absence Documentation,The Excused Absence Documentation defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2022-02-21,2022-08-09
POL255,Attendance,Attendance and Participation Grades,The Attendance and Participation Grades defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2020-11-17,2021-01-09
POL256,Graduation,Commencement Ceremony Guidelines,"The Commencement Ceremony Guidelines specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2022-04-10,2022-11-13
POL257,Exams,Make-up Exam Procedures,"The Make-up Exam Procedures sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-08-02,2020-12-14
POL258,Admissions,Graduate Program Admission Criteria,"The Graduate Program Admission Criteria outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2021-03-06,2021-04-29
POL259,Admissions,Undergraduate Application Requirements,"The Undergraduate Application Requirements outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2021-12-07,2022-06-03
POL260,Exams,Make-up Exam Procedures,"The Make-up Exam Procedures sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2022-03-16,2022-11-08
POL261,Tuition,Undergraduate Tuition Fees,"The Undergraduate Tuition Fees provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-10-08,2021-07-06
POL262,Tuition,Payment Deadlines,"The Payment Deadlines provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2022-09-07,2023-01-23
POL263,Scholarships,Scholarship Renewal Conditions,"The Scholarship Renewal Conditions explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2021-05-09,2022-01-29
POL264,Scholarships,Sports Scholarships,"The Sports Scholarships explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2020-02-26,2020-10-02
POL265,Admissions,Transfer Student Policy,"The Transfer Student Policy outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2020-09-15,2021-07-17
POL266,Attendance,Attendance and Participation Grades,The Attendance and Participation Grades defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2022-08-26,2023-05-23
POL267,Scholarships,Sports Scholarships,"The Sports Scholarships explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2020-12-09,2021-10-30
POL268,Exams,Make-up Exam Procedures,"The Make-up Exam Procedures sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-10-13,2021-06-09
POL269,Scholarships,Scholarship Renewal Conditions,"The Scholarship Renewal Conditions explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2022-05-06,2022-08-06
POL270,Graduation,Minimum Credit Requirements,"The Minimum Credit Requirements specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2021-03-26,2021-07-03
POL271,Scholarships,Scholarship Renewal Conditions,"The Scholarship Renewal Conditions explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2021-05-16,2021-11-29
POL272,Admissions,Undergraduate Application Requirements,"The Undergraduate Application Requirements outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2020-09-23,2021-03-06
POL273,Graduation,Graduation Fee Policy,"The Graduation Fee Policy specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2020-05-13,2021-01-30
POL274,Tuition,Undergraduate Tuition Fees,"The Undergraduate Tuition Fees provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2022-09-04,2023-04-06
POL275,Scholarships,Scholarship Renewal Conditions,"The Scholarship Renewal Conditions explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2020-03-07,2020-09-30
POL276,Graduation,Minimum Credit Requirements,"The Minimum Credit Requirements specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2020-06-08,2020-09-26
POL277,Graduation,Minimum Credit Requirements,"The Minimum Credit Requirements specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2020-11-09,2021-02-25
POL278,Scholarships,Scholarship Renewal Conditions,"The Scholarship Renewal Conditions explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2021-04-26,2022-02-10
POL279,Exams,Make-up Exam Procedures,"The Make-up Exam Procedures sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2022-07-08,2022-09-01
POL280,Admissions,Transfer Student Policy,"The Transfer Student Policy outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2020-06-18,2020-10-25
POL281,Graduation,Thesis/Capstone Submission,"The Thesis/Capstone Submission specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2020-10-11,2021-09-22
POL282,Attendance,Leave of Absence Policy,The Leave of Absence Policy defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2022-03-27,2022-08-01
POL283,Admissions,Undergraduate Application Requirements,"The Undergraduate Application Requirements outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2021-06-21,2021-08-29
POL284,Tuition,Graduate Tuition Fees,"The Graduate Tuition Fees provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2022-03-24,2022-10-08
POL285,Scholarships,Need-Based Financial Aid,"The Need-Based Financial Aid explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2022-06-28,2022-12-27
POL286,Graduation,Commencement Ceremony Guidelines,"The Commencement Ceremony Guidelines specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2021-06-03,2022-02-06
POL287,Exams,Grading Scale and GPA Calculation,"The Grading Scale and GPA Calculation sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2022-06-06,2022-12-26
POL288,Tuition,Payment Deadlines,"The Payment Deadlines provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2021-10-15,2022-09-18
POL289,Attendance,Chronic Absenteeism Consequences,The Chronic Absenteeism Consequences defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2020-11-01,2021-07-26
POL290,Attendance,Excused Absence Documentation,The Excused Absence Documentation defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2020-12-27,2021-11-12
POL291,Tuition,Installment Plans,"The Installment Plans provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-12-21,2021-05-23
POL292,Attendance,Class Attendance Requirements,The Class Attendance Requirements defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2022-08-18,2023-05-31
POL293,Admissions,Graduate Program Admission Criteria,"The Graduate Program Admission Criteria outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2022-05-04,2022-11-25
POL294,Tuition,Undergraduate Tuition Fees,"The Undergraduate Tuition Fees provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-10-12,2021-04-29
POL295,Graduation,Minimum Credit Requirements,"The Minimum Credit Requirements specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2021-07-18,2021-12-23
POL296,Graduation,Thesis/Capstone Submission,"The Thesis/Capstone Submission specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2021-08-22,2022-02-26
POL297,Admissions,Undergraduate Application Requirements,"The Undergraduate Application Requirements outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2021-02-25,2021-08-18
POL298,Exams,Grading Scale and GPA Calculation,"The Grading Scale and GPA Calculation sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2021-12-05,2022-06-03
POL299,Admissions,Transfer Student Policy,"The Transfer Student Policy outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2020-08-24,2021-07-25
POL300,Tuition,Installment Plans,"The Installment Plans provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2021-10-27,2022-10-20
POL301,Attendance,Chronic Absenteeism Consequences,The Chronic Absenteeism Consequences defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2020-09-07,2021-01-23
POL302,Scholarships,Scholarship Renewal Conditions,"The Scholarship Renewal Conditions explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2021-08-15,2021-12-13
POL303,Tuition,Undergraduate Tuition Fees,"The Undergraduate Tuition Fees provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-03-24,2021-01-20
POL304,Tuition,Payment Deadlines,"The Payment Deadlines provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-08-23,2021-04-15
POL305,Attendance,Class Attendance Requirements,The Class Attendance Requirements defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2020-09-02,2021-05-16
POL306,Tuition,Installment Plans,"The Installment Plans provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-02-13,2020-06-15
POL307,Exams,Final Exam Schedule Policy,"The Final Exam Schedule Policy sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2022-08-18,2022-10-06
POL308,Scholarships,Need-Based Financial Aid,"The Need-Based Financial Aid explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2022-03-09,2022-06-12
POL309,Exams,Final Exam Schedule Policy,"The Final Exam Schedule Policy sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2021-10-26,2022-07-20
POL310,Tuition,Graduate Tuition Fees,"The Graduate Tuition Fees provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-11-28,2021-04-21
POL311,Exams,Exam Retake Rules,"The Exam Retake Rules sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2022-07-25,2022-09-30
POL312,Exams,Exam Retake Rules,"The Exam Retake Rules sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-11-11,2021-05-29
POL313,Exams,Cheating and Misconduct Consequences,"The Cheating and Misconduct Consequences sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2022-04-08,2022-07-01
POL314,Tuition,Installment Plans,"The Installment Plans provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-03-08,2021-02-28
POL315,Graduation,Thesis/Capstone Submission,"The Thesis/Capstone Submission specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2022-03-15,2022-11-12
POL316,Graduation,Commencement Ceremony Guidelines,"The Commencement Ceremony Guidelines specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2021-08-13,2021-09-15
POL317,Graduation,Thesis/Capstone Submission,"The Thesis/Capstone Submission specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2022-05-08,2022-06-15
POL318,Admissions,Transfer Student Policy,"The Transfer Student Policy outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2020-04-27,2020-06-12
POL319,Scholarships,Merit-Based Scholarship,"The Merit-Based Scholarship explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2020-08-29,2021-08-15
POL320,Admissions,Transfer Student Policy,"The Transfer Student Policy outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2021-11-09,2022-10-29
POL321,Tuition,Payment Deadlines,"The Payment Deadlines provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-09-02,2021-05-17
POL322,Attendance,Chronic Absenteeism Consequences,The Chronic Absenteeism Consequences defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2021-06-04,2022-04-22
POL323,Graduation,Thesis/Capstone Submission,"The Thesis/Capstone Submission specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2022-04-16,2022-10-04
POL324,Tuition,Payment Deadlines,"The Payment Deadlines provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2021-11-03,2022-02-15
POL325,Scholarships,Need-Based Financial Aid,"The Need-Based Financial Aid explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2020-10-17,2021-08-02
POL326,Attendance,Class Attendance Requirements,The Class Attendance Requirements defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2021-01-10,2021-11-28
POL327,Scholarships,Need-Based Financial Aid,"The Need-Based Financial Aid explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2022-02-09,2023-01-04
POL328,Admissions,Undergraduate Application Requirements,"The Undergraduate Application Requirements outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2021-12-16,2022-06-04
POL329,Admissions,International Student Guidelines,"The International Student Guidelines outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2020-04-22,2021-01-11
POL330,Admissions,Late Application Handling,"The Late Application Handling outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2020-10-14,2020-12-23
POL331,Exams,Cheating and Misconduct Consequences,"The Cheating and Misconduct Consequences sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-10-19,2021-10-19
POL332,Scholarships,Need-Based Financial Aid,"The Need-Based Financial Aid explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2022-03-05,2022-11-02
POL333,Attendance,Excused Absence Documentation,The Excused Absence Documentation defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2021-04-30,2021-09-19
POL334,Exams,Exam Retake Rules,"The Exam Retake Rules sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2021-02-24,2021-06-28
POL335,Exams,Grading Scale and GPA Calculation,"The Grading Scale and GPA Calculation sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2022-02-23,2023-02-04
POL336,Tuition,Payment Deadlines,"The Payment Deadlines provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2021-04-12,2022-01-07
POL337,Exams,Make-up Exam Procedures,"The Make-up Exam Procedures sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-12-06,2021-06-25
POL338,Admissions,Graduate Program Admission Criteria,"The Graduate Program Admission Criteria outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2022-08-11,2022-11-27
POL339,Attendance,Chronic Absenteeism Consequences,The Chronic Absenteeism Consequences defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2021-08-12,2021-12-29
POL340,Scholarships,International Student Scholarships,"The International Student Scholarships explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2021-11-24,2022-11-09
POL341,Attendance,Leave of Absence Policy,The Leave of Absence Policy defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2021-12-23,2022-09-07
POL342,Exams,Make-up Exam Procedures,"The Make-up Exam Procedures sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-01-31,2020-07-27
POL343,Exams,Grading Scale and GPA Calculation,"The Grading Scale and GPA Calculation sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2022-03-14,2022-10-28
POL344,Admissions,Undergraduate Application Requirements,"The Undergraduate Application Requirements outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2022-08-30,2022-11-04
POL345,Scholarships,Sports Scholarships,"The Sports Scholarships explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2020-09-02,2021-06-14
POL346,Attendance,Chronic Absenteeism Consequences,The Chronic Absenteeism Consequences defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2021-01-10,2021-11-21
POL347,Exams,Final Exam Schedule Policy,"The Final Exam Schedule Policy sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-08-22,2020-11-30
POL348,Exams,Grading Scale and GPA Calculation,"The Grading Scale and GPA Calculation sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-02-14,2020-05-12
POL349,Admissions,Undergraduate Application Requirements,"The Undergraduate Application Requirements outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2022-08-12,2023-03-13
POL350,Tuition,Undergraduate Tuition Fees,"The Undergraduate Tuition Fees provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2022-06-16,2022-08-15
POL351,Attendance,Attendance and Participation Grades,The Attendance and Participation Grades defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2021-05-11,2021-12-20
POL352,Exams,Final Exam Schedule Policy,"The Final Exam Schedule Policy sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2021-11-28,2022-10-16
POL353,Admissions,Graduate Program Admission Criteria,"The Graduate Program Admission Criteria outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2020-03-18,2020-11-08
